name,classification,election_name,election_date,description,created_at,updated_at,ocd_contest_id,ocd_election_id,calaccess_measure_id
"SB 3 (CHAPTER 365, STATUTES OF 2017), BEALL. VETERANS AND AFFORDABLE HOUSING BOND ACT OF 2018.",ballot measure,2018 GENERAL,2018-11-06,"",2017-11-08 16:42:01.523275+00,2017-11-08 16:42:01.523297+00,ocd-contest/af6bf281-2832-4535-ab06-5bdd1f4c54ad,ocd-election/939fae9d-cf35-438c-89ee-931063275696,1400044
"ACA 17 (RESOLUTION CHAPTER 190, STATUTES OF 2017), MULLIN. BALLOT MEASURES: EFFECTIVE DATE.",ballot measure,2018 PRIMARY,2018-06-05,"",2017-11-08 16:42:01.361874+00,2019-05-09 13:53:28.975584+00,ocd-contest/0c2a8aed-5728-4445-9410-cfb3fb31eb84,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,1400043
"ACA 1 (RESOLUTION CHAPTER 105, STATUTES OF 2017), MAYES. GREENHOUSE GAS REDUCTION RESERVE FUND.",ballot measure,2018 PRIMARY,2018-06-05,"",2017-11-08 16:42:01.420578+00,2019-05-09 13:53:28.987811+00,ocd-contest/95204483-e7ab-45ba-a966-f77f29cc8906,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,1400041
"ACA 5 (RESOLUTION CHAPTER 30, STATUTES OF 2017), FRAZIER. MOTOR VEHICLE FEES AND TAXES: RESTRICTION ON EXPENDITURES: APPROPRIATIONS LIMIT.",ballot measure,2018 PRIMARY,2018-06-05,"",2017-11-08 16:42:01.455466+00,2019-05-09 13:53:28.999951+00,ocd-contest/bfba9916-7da5-4806-9812-baf32ce0ffaf,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,1400040
"PROPOSITION 072 - SCA 9 (RESOLUTION CHAPTER 1, STATUTES OF 2018), GLAZER. PROPERTY TAX: NEW CONSTRUCTION EXCLUSION: RAIN WATER CAPTURE SYSTEM.",ballot measure,2018 PRIMARY,2018-06-05,"",2018-02-02 16:43:23.560682+00,2019-05-09 13:53:28.435744+00,ocd-contest/98d2af38-4dd8-4461-99a1-e274145783c5,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,1401953
"SB 5 (CHAPTER 852, STATUTES OF 2017), DE LEON. CALIFORNIA DROUGHT, WATER, PARKS, CLIMATE, COASTAL PROTECTION, AND OUTDOOR ACCESS FOR ALL ACT OF 2018.",ballot measure,2018 PRIMARY,2018-06-05,"",2017-11-08 16:42:01.489348+00,2019-05-09 13:53:28.448096+00,ocd-contest/6aa84df2-ff80-4ccb-9b03-2ded1cd45af4,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,1400042
PROPOSITION 051 - SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE STATUTORY AMENDMENT.,initiative,2016 GENERAL,2016-11-08,"",2017-10-25 02:25:11.268353+00,2017-10-25 02:25:11.268373+00,ocd-contest/f0b1e5e8-e48e-4443-a83e-3f4dfffe4a4f,ocd-election/c3c93cf9-3c53-4880-85ec-9f06e3b32121,1376258
PROPOSITION 052 - STATE FEES ON HOSPITALS. FEDERAL MEDI-CAL MATCHING FUNDS. INITIATIVE STATUTORY AND CONSTITUTIONAL AMENDMENT.,initiative,2016 GENERAL,2016-11-08,"",2017-10-25 02:25:11.296806+00,2017-10-25 02:25:11.296826+00,ocd-contest/690738d0-b07c-4674-9bf6-88b14546753b,ocd-election/c3c93cf9-3c53-4880-85ec-9f06e3b32121,1362198
PROPOSITION 053 - REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT.,initiative,2016 GENERAL,2016-11-08,"",2017-10-25 02:25:11.324864+00,2017-10-25 02:25:11.324884+00,ocd-contest/603cc9ae-eaa8-4304-bfaf-699b19323114,ocd-election/c3c93cf9-3c53-4880-85ec-9f06e3b32121,1376142
PROPOSITION 054 - LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,initiative,2016 GENERAL,2016-11-08,"",2017-10-25 02:25:11.353072+00,2017-10-25 02:25:11.353092+00,ocd-contest/ddc0c1bc-3ed4-4c32-9da6-993496bdab40,ocd-election/c3c93cf9-3c53-4880-85ec-9f06e3b32121,1381642
PROPOSITION 055 - TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,initiative,2016 GENERAL,2016-11-08,"",2017-10-25 02:25:11.381729+00,2017-10-25 02:25:11.381751+00,ocd-contest/b75483b3-8e92-4b19-9dae-829723a683f7,ocd-election/c3c93cf9-3c53-4880-85ec-9f06e3b32121,1382647
"PROPOSITION 056 - CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND LAW ENFORCEMENT. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.",initiative,2016 GENERAL,2016-11-08,"",2017-10-25 02:25:11.410338+00,2017-10-25 02:25:11.410359+00,ocd-contest/68cc7714-0bfa-4278-a903-857338224222,ocd-election/c3c93cf9-3c53-4880-85ec-9f06e3b32121,1381640
PROPOSITION 057 - CRIMINAL SENTENCES. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,initiative,2016 GENERAL,2016-11-08,"",2017-10-25 02:25:11.438828+00,2017-10-25 02:25:11.438848+00,ocd-contest/15a01530-a643-427a-bb24-a671e0ec253f,ocd-election/c3c93cf9-3c53-4880-85ec-9f06e3b32121,1383319
"PROPOSITION 058 - SB 1174 (CHAPTER 753, STATUTES OF 2014), LARA. ENGLISH LANGUAGE EDUCATION",ballot measure,2016 GENERAL,2016-11-08,"",2017-10-25 02:25:11.467947+00,2017-10-25 02:25:11.46798+00,ocd-contest/9fc00473-640f-4287-8046-d664f0f2af25,ocd-election/c3c93cf9-3c53-4880-85ec-9f06e3b32121,1382395
"PROPOSITION 059- SB 254 (CHAPTER 20, STATUTES OF 2016), ALLEN. CAMPAIGN FINANCE: VOTER INSTRUCTION",ballot measure,2016 GENERAL,2016-11-08,"",2017-10-25 02:25:11.497288+00,2017-10-25 02:25:11.497308+00,ocd-contest/fd863b4a-8407-4685-a117-f3513827b930,ocd-election/c3c93cf9-3c53-4880-85ec-9f06e3b32121,1386783
PROPOSITION 060- ADULT FILMS. CONDOMS. HEALTH REQUIREMENTS. INITIATIVE STATUTE.,initiative,2016 GENERAL,2016-11-08,"",2017-10-25 02:25:11.526237+00,2017-10-25 02:25:11.526257+00,ocd-contest/e70c4b85-7ef6-43e1-9d18-42d944ff4552,ocd-election/c3c93cf9-3c53-4880-85ec-9f06e3b32121,1376195
PROPOSITION 061- STATE PRESCRIPTION DRUG PURCHASES. PRICING STANDARDS. INITIATIVE STATUTE.,initiative,2016 GENERAL,2016-11-08,"",2017-10-25 02:25:11.555573+00,2017-10-25 02:25:11.555593+00,ocd-contest/88dcdc41-22f4-4632-b696-2ad0e03a4649,ocd-election/c3c93cf9-3c53-4880-85ec-9f06e3b32121,1377343
PROPOSITION 062- DEATH PENALTY. INITIATIVE STATUTE.,initiative,2016 GENERAL,2016-11-08,"",2017-10-25 02:25:11.584746+00,2017-10-25 02:25:11.584766+00,ocd-contest/a5b9ee0c-67b1-46ce-b261-b998a66ce482,ocd-election/c3c93cf9-3c53-4880-85ec-9f06e3b32121,1381268
PROPOSITION 063- FIREARMS. AMMUNITION SALES. INTIATIVE STATUTE.,ballot measure,2016 GENERAL,2016-11-08,"",2017-10-25 02:25:11.614153+00,2017-10-25 02:25:11.614173+00,ocd-contest/b761ba0d-a7c4-4b7d-91df-2440a2bf512e,ocd-election/c3c93cf9-3c53-4880-85ec-9f06e3b32121,1381803
PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,initiative,2016 GENERAL,2016-11-08,"",2017-10-25 02:25:11.642933+00,2017-10-25 02:25:11.642953+00,ocd-contest/b551d550-c6c9-485b-ae12-5af8648a2718,ocd-election/c3c93cf9-3c53-4880-85ec-9f06e3b32121,1381868
PROPOSITION 065- CARRY-OUT BAGS. CHARGES. INITIATIVE STATUTE.,initiative,2016 GENERAL,2016-11-08,"",2017-10-25 02:25:11.670583+00,2017-10-25 02:25:11.670604+00,ocd-contest/c5b6a702-a7e5-4b57-a379-4038e99fd04b,ocd-election/c3c93cf9-3c53-4880-85ec-9f06e3b32121,1381520
PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,initiative,2016 GENERAL,2016-11-08,"",2017-10-25 02:25:11.698419+00,2017-10-25 02:25:11.698439+00,ocd-contest/b18ddb82-86fa-4f53-9f35-50522c858bd2,ocd-election/c3c93cf9-3c53-4880-85ec-9f06e3b32121,1381724
PROPOSITION 067- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.,referendum,2016 GENERAL,2016-11-08,"",2017-10-25 02:25:11.727396+00,2017-10-25 02:25:11.727416+00,ocd-contest/207573a6-c2f5-45ba-971a-a25433ef087c,ocd-election/c3c93cf9-3c53-4880-85ec-9f06e3b32121,1372638
"PROPOSITION 050 - SCA 17 (RESOLUTION CHAPTER 127, STATUTES OF 2014), STEINBERG. MEMBERS OF THE LEGISLATURE: SUSPENSION",ballot measure,2016 PRIMARY,2016-06-07,"",2017-10-25 02:25:11.240854+00,2017-10-25 02:25:11.240874+00,ocd-contest/95788f0e-6569-43c0-a8b4-cef60cf484b5,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,1382394
"PROPOSITION 001 - AB 1471 WATER QUALITY, SUPPLY AND INFRASTRUCTURE IMPROVEMENT ACT OF 2014",ballot measure,2014 GENERAL,2014-11-04,"",2017-10-25 02:25:10.707137+00,2017-10-25 02:25:10.707157+00,ocd-contest/c2cb9d5f-b4fe-4595-8db6-a5c66e618680,ocd-election/ff56a0e0-aad7-416d-80a5-a659941d1a7a,1369617
PROPOSITION 002 - STATE RESERVE POLICY.,ballot measure,2014 GENERAL,2014-11-04,"",2017-10-25 02:25:10.73533+00,2017-10-25 02:25:10.73535+00,ocd-contest/b4df4577-6b74-49a2-b089-af0dd3a4aecf,ocd-election/ff56a0e0-aad7-416d-80a5-a659941d1a7a,1339806
PROPOSITION 045 - APPROVAL OF HEALTHCARE INSURANCE RATE CHANGES. INITIATIVE STATUTE.,initiative,2014 GENERAL,2014-11-04,"",2017-10-25 02:25:10.763575+00,2017-10-25 02:25:10.763596+00,ocd-contest/cb022d8e-61b9-4fa5-b797-1a452228a06c,ocd-election/ff56a0e0-aad7-416d-80a5-a659941d1a7a,1343429
PROPOSITION 046 - DRUG AND ALCOHOL TESTING OF DOCTORS. MEDICAL NEGLIGENCE LAWSUITS. INITIATIVE STATUTE.,initiative,2014 GENERAL,2014-11-04,"",2017-10-25 02:25:10.7913+00,2017-10-25 02:25:10.79132+00,ocd-contest/d8d82ad1-8663-4694-9425-feccd4ee6326,ocd-election/ff56a0e0-aad7-416d-80a5-a659941d1a7a,1361585
PROPOSITION 047 - CRIMINAL SENTENCES. MISDEMEANOR PENALTIES. INITIATIVE STATUTE.,initiative,2014 GENERAL,2014-11-04,"",2017-10-25 02:25:10.819918+00,2017-10-25 02:25:10.819938+00,ocd-contest/0a8e297d-dccb-4ab1-9d10-d9cdb1214c0d,ocd-election/ff56a0e0-aad7-416d-80a5-a659941d1a7a,1363898
PROPOSITION 048 - REFERENDUM TO OVERTURN INDIAN GAMING COMPACTS.,referendum,2014 GENERAL,2014-11-04,"",2017-10-25 02:25:10.84798+00,2017-10-25 02:25:10.848+00,ocd-contest/27166e6b-33a8-4d95-ba99-450ece1398db,ocd-election/ff56a0e0-aad7-416d-80a5-a659941d1a7a,1359095
PROPOSITION 041 - VETERANS HOUSING AND HOMELESS PREVENTION BOND ACT OF 2014,ballot measure,2014 PRIMARY,2014-06-03,"",2017-10-25 02:25:10.651583+00,2017-10-25 02:25:10.651603+00,ocd-contest/8828ac96-f535-44f2-96be-a5c358b7079c,ocd-election/b8a13c52-1fe1-42f2-a548-7ade88d8ae7e,1361706
PROPOSITION 042 - PUBLIC INFORMATION. OPEN MEETINGS. STATE REIMBURSEMENT TO LOCAL AGENCIES. LEGISLATIVE CONSTITUTIONAL AMENDMENT.,ballot measure,2014 PRIMARY,2014-06-03,"",2017-10-25 02:25:10.679601+00,2017-10-25 02:25:10.679621+00,ocd-contest/f7823168-0efd-46b4-ba6b-95392c78f6b3,ocd-election/b8a13c52-1fe1-42f2-a548-7ade88d8ae7e,1361705
PROPOSITION 030 - TEMPORARY TAXES TO FUND EDUCATION. GUARANTEED LOCAL PUBLIC SAFETY FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,initiative,2012 GENERAL,2012-11-06,"",2017-10-25 02:25:09.652034+00,2017-10-25 02:25:09.652054+00,ocd-contest/9c81526c-061e-4361-af39-8fee1d476415,ocd-election/e9bfa94f-8c18-4224-9dde-7575864f7f98,1346100
PROPOSITION 031 - STATE BUDGET. STATE AND LOCAL GOVERNMENT. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,initiative,2012 GENERAL,2012-11-06,"",2017-10-25 02:25:09.68037+00,2017-10-25 02:25:09.680391+00,ocd-contest/c4952ece-4910-4765-874b-b9ecfe8a7181,ocd-election/e9bfa94f-8c18-4224-9dde-7575864f7f98,1343403
PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.,initiative,2012 GENERAL,2012-11-06,"",2017-10-25 02:25:09.709448+00,2017-10-25 02:25:09.709469+00,ocd-contest/8ddd0b05-ddf3-4b1a-9f7c-93a368e5f24e,ocd-election/e9bfa94f-8c18-4224-9dde-7575864f7f98,1338955
PROPOSITION 033 - CHANGES LAW TO ALLOW AUTO INSURANCE COMPANIES TO SET PRICES BASED ON A DRIVER'S HISTORY OF INSURANCE COVERAGE. INITIATIVE STATUTE.,initiative,2012 GENERAL,2012-11-06,"",2017-10-25 02:25:09.737339+00,2017-10-25 02:25:09.737359+00,ocd-contest/c9d9f8ba-de4e-4adc-9fb0-8d62643f8fd5,ocd-election/e9bfa94f-8c18-4224-9dde-7575864f7f98,1340657
PROPOSITION 034 - DEATH PENALTY REPEAL. INITIATIVE STATUTE.,initiative,2012 GENERAL,2012-11-06,"",2017-10-25 02:25:09.765942+00,2017-10-25 02:25:09.765963+00,ocd-contest/415a3383-c25d-4e17-8f87-cf902519287b,ocd-election/e9bfa94f-8c18-4224-9dde-7575864f7f98,1342580
PROPOSITION 035 - HUMAN TRAFFICKING. PENALTIES. SEX OFFENDER REGISTRATION. INITIATIVE STATUTE.,initiative,2012 GENERAL,2012-11-06,"",2017-10-25 02:25:09.794541+00,2017-10-25 02:25:09.794561+00,ocd-contest/55b6c570-4343-4dc1-a198-2d4fcb8f4cb1,ocd-election/e9bfa94f-8c18-4224-9dde-7575864f7f98,1343414
PROPOSITION 036 - THREE STRIKES LAW. SENTENCING FOR REPEAT FELONY OFFENDERS. INITIATIVE STATUTE.,initiative,2012 GENERAL,2012-11-06,"",2017-10-25 02:25:09.823347+00,2017-10-25 02:25:09.823368+00,ocd-contest/f8880aed-0f83-4c87-bd1c-805c749a0d58,ocd-election/e9bfa94f-8c18-4224-9dde-7575864f7f98,1343487
PROPOSITION 037 - GENETICALLY ENGINEERED FOODS. MANDATORY LABELING. INITIATIVE STATUTE.,initiative,2012 GENERAL,2012-11-06,"",2017-10-25 02:25:09.851705+00,2017-10-25 02:25:09.851725+00,ocd-contest/23782d41-9cba-4e6f-8e24-423ea0696507,ocd-election/e9bfa94f-8c18-4224-9dde-7575864f7f98,1344799
PROPOSITION 038 - TAX FOR EARLY EDUCATION AND EARLY CHILDHOOD PROGRAMS. INITIATIVE STATUTE.,initiative,2012 GENERAL,2012-11-06,"",2017-10-25 02:25:09.880903+00,2017-10-25 02:25:09.880923+00,ocd-contest/ff9213ba-a7f0-410f-b2a9-f0ed4e0f40ff,ocd-election/e9bfa94f-8c18-4224-9dde-7575864f7f98,1345063
PROPOSITION 039 - TAX TREATMENT FOR MULTISTATE BUSINESSES. CLEAN ENERGY AND ENERGY EFFICIENCY FUNDING. INITIATIVE STATUTE.,initiative,2012 GENERAL,2012-11-06,"",2017-10-25 02:25:09.909109+00,2017-10-25 02:25:09.90913+00,ocd-contest/01f18a2e-3f7b-4117-a991-905d603436fa,ocd-election/e9bfa94f-8c18-4224-9dde-7575864f7f98,1343442
PROPOSITION 040 - REDISTRICTING. STATE SENATE DISTRICTS. REFERENDUM.,referendum,2012 GENERAL,2012-11-06,"",2017-10-25 02:25:09.937118+00,2017-10-25 02:25:09.937138+00,ocd-contest/0cb3e3ad-36e7-4c0a-ac4a-95aea07fb5b9,ocd-election/e9bfa94f-8c18-4224-9dde-7575864f7f98,1341037
PROPOSITION 028 - LIMITS ON LEGISLATORS' TERMS IN OFFICE. INITIATIVE CONSTITUTIONAL AMENDMENT.,initiative,2012 PRIMARY,2012-06-05,"",2017-10-25 02:25:09.965646+00,2017-10-25 02:25:09.965667+00,ocd-contest/92c675da-08f8-4357-969d-b44c6d81baf3,ocd-election/cfc57af6-ceaf-450c-8fee-52ca127d9af8,1323006
PROPOSITION 029 - IMPOSES ADDITIONAL TAX ON CIGARETTES FOR CANCER RESEARCH. INITIATIVE STATUTE.,initiative,2012 PRIMARY,2012-06-05,"",2017-10-25 02:25:09.993886+00,2017-10-25 02:25:09.993907+00,ocd-contest/09a12e13-01da-44c8-a266-621c7a179d90,ocd-election/cfc57af6-ceaf-450c-8fee-52ca127d9af8,1324462
PROPOSITION 019 - CHANGES CALIFORNIA LAW TO LEGALIZE MARIJUANA AND ALLOW IT TO BE REGULATED AND TAXED.,ballot measure,2010 GENERAL,2010-11-02,"",2017-10-25 02:25:13.420068+00,2017-10-25 02:25:13.420089+00,ocd-contest/8679ace3-21fb-4962-84f1-458190861ccc,ocd-election/eba4e8be-e78d-465e-9ce0-858c56c76e22,1321713
PROPOSITION 020 - REDISTRICTING OF CONGRESSIONAL DISTRICTS.,ballot measure,2010 GENERAL,2010-11-02,"",2017-10-25 02:25:13.448763+00,2017-10-25 02:25:13.448783+00,ocd-contest/e9e4a783-6fac-422d-bbe0-54669789bd81,ocd-election/eba4e8be-e78d-465e-9ce0-858c56c76e22,1322428
PROPOSITION 021 - ESTABLISHES $18 ANNUAL VEHICLE LICENSE SURCHARGE TO HELP FUND STATE PARKS AND WILDLIFE PROGRAMS AND GRANTS FREE ADMISSION TO ALL STATE PARKS TO SURCHARGED VEHICLES.,ballot measure,2010 GENERAL,2010-11-02,"",2017-10-25 02:25:13.47652+00,2017-10-25 02:25:13.476541+00,ocd-contest/785737c4-182b-4932-a209-53f68d5e6826,ocd-election/eba4e8be-e78d-465e-9ce0-858c56c76e22,1323361
PROPOSITION 022 - PROHIBITS THE STATE FROM TAKING FUNDS USED FOR TRANSPORTATION OR LOCAL GOVERNMENT PROJECTS AND SERVICES.,ballot measure,2010 GENERAL,2010-11-02,"",2017-10-25 02:25:13.503883+00,2017-10-25 02:25:13.503903+00,ocd-contest/8ab7750e-abfd-45c4-b1eb-8d05c458d44a,ocd-election/eba4e8be-e78d-465e-9ce0-858c56c76e22,1323281
PROPOSITION 023 - SUSPENDS AIR POLLUTION CONTROL LAWS REQUIRING MAJOR POLLUTERS TO REPORT AND REDUCE GREENHOUSE GAS EMISSIONS THAT CAUSE GLOBAL WARMING UNTIL UNEMPLOYMENT DROPS BELOW SPECIFIED LEVEL,ballot measure,2010 GENERAL,2010-11-02,"",2017-10-25 02:25:13.531408+00,2017-10-25 02:25:13.531428+00,ocd-contest/6b0cd389-0d61-4109-b946-f7162e05eda2,ocd-election/eba4e8be-e78d-465e-9ce0-858c56c76e22,1324800
"PROPOSITION 024 - REPEALS RECENT LEGISLATION THAT WOULD ALLOW BUSINESSES TO CARRY BACK LOSSES, SHARE TAX CREDITS, AND USE A SALES-BASED INCOME CALCULATION TO LOWER TAXABLE INCOME.",ballot measure,2010 GENERAL,2010-11-02,"",2017-10-25 02:25:13.559036+00,2017-10-25 02:25:13.559056+00,ocd-contest/df1df5a8-c5f9-47f6-9181-7918584fd6c6,ocd-election/eba4e8be-e78d-465e-9ce0-858c56c76e22,1323279
PROPOSITION 025 - CHANGES LEGISLATIVE VOTE REQUIREMENT TO PASS A BUDGET FROM TWO-THIRDS TO A SIMPLE MAJORITY. RETAINS TWO-THIRDS VOTE REQUIREMENT FOR TAXES.,ballot measure,2010 GENERAL,2010-11-02,"",2017-10-25 02:25:13.586301+00,2017-10-25 02:25:13.586321+00,ocd-contest/23421c8f-9fd3-4870-8f9e-46d0e81a1b3e,ocd-election/eba4e8be-e78d-465e-9ce0-858c56c76e22,1323274
PROPOSITION 026 - INCREASES LEGISLATIVE VOTE REQUIREMENT TO TWO-THIRDS FOR STATE LEVIES & CHARGES. IMPOSES ADDITIONAL REQUIREMENT FOR VOTERS TO APPROVE LOCAL LEVIES & CHARGES WITH LIMITED EXCEPTIONS.,ballot measure,2010 GENERAL,2010-11-02,"",2017-10-25 02:25:13.613458+00,2017-10-25 02:25:13.613478+00,ocd-contest/02adcd65-3450-4dcd-9217-7b2f8ba65bc9,ocd-election/eba4e8be-e78d-465e-9ce0-858c56c76e22,1323965
PROPOSITION 027 - ELIMINATES STATE COMMISSION ON REDISTRICTING. CONSOLIDATES AUTHORITY FOR REDISTRICTING WITH ELECTED REPRESENTATIVES.,ballot measure,2010 GENERAL,2010-11-02,"",2017-10-25 02:25:13.640835+00,2017-10-25 02:25:13.640856+00,ocd-contest/c7914b01-f67f-4a13-b5e7-1fe87129123b,ocd-election/eba4e8be-e78d-465e-9ce0-858c56c76e22,1324469
PROPOSITION 013 - PROPERTY TAX: NEW CONSTRUCTION EXCLUSION: SEISMIC RETROFITTING.,ballot measure,2010 PRIMARY,2010-06-08,"",2017-10-25 02:25:13.013504+00,2017-10-25 02:25:13.013524+00,ocd-contest/5d21104f-ba7f-4934-8a2e-b1fd6d736365,ocd-election/761eb9fe-7905-441f-a35b-91ad58f2fd26,1316063
PROPOSITION 014 - ELECTIONS: OPEN PRIMARIES.,ballot measure,2010 PRIMARY,2010-06-08,"",2017-10-25 02:25:13.042383+00,2017-10-25 02:25:13.042403+00,ocd-contest/acb555f3-440f-4ccd-b7cf-720f5185e586,ocd-election/761eb9fe-7905-441f-a35b-91ad58f2fd26,1316969
